필드명	행정표준용어	매칭결과
O3(ppm)0.06이하(권고기준)		#N/A
구분		2099
관경		#N/A
관경단위		#N/A
타입		12449
기준		2729
배관길이		#N/A
배관단위		#N/A
비율		5583
비율단위		#N/A
관광단지명		#N/A
시설지구		#N/A
물 건 명		#N/A
부지(㎡)		#N/A
건축(㎡)		#N/A
층수		#N/A
건폐		743
용적		8481
구분		2099
요양비 건수(건)		#N/A
요양비 금액(천원)		#N/A
구 분		#N/A
계		1101
느티나무		3148
왕버들나무		#N/A
은행나무		9007
팽나무		#N/A
소나무		6571
테다소나무		#N/A
떡갈나무		#N/A
이팝나무		#N/A
굴참나무		#N/A
회화나무		13972
측백나무		#N/A
소재지		6688
구분		2099
본번		5143
부번		5227
년도		2989
지가		11253
기준월		2737
결정공시일		#N/A
월		8684
과 정 명		#N/A
교 육 일 정		#N/A
대 상		#N/A
기간		2553
접수기간		#N/A
구분		2099
카테고리		12329
프로그램명		#N/A
프로그램시작일		#N/A
프로그램종료일		#N/A
시작시간		#N/A
종료시간		#N/A
요일		#N/A
정원		10605
강의실		519
수강료		#N/A
비고		5528
번호		4776
제목		10669
일시		9461
장소		9868
기록유형		#N/A
자료유형		#N/A
지역		11358
언어		7855
개요		572
내용		2957
번호		4776
제목		10669
일시		9461
장소		9868
기록유형		#N/A
지역		11358
컬렉션		#N/A
시리즈		#N/A
언어		7855
분류		5385
원본소장처		#N/A
개요		572
내용		2957
제작진		#N/A
키워드		12430
번호		4776
제목		10669
일시		9461
장소		9868
기록유형		#N/A
지역		11358
분류		5385
개요		572
내용		2957
키워드		12430
제목		10669
일시		9461
장소		9868
기록유형		#N/A
지역		11358
개요		572
내용		2957
순번		7120
품명		13082
소분류		6613
스팩(재질)		#N/A
사이즈		5769
상품모티브 기관		#N/A
년도		2989
전체		10398
국립부곡병원		#N/A
자의입원		#N/A
동의입원		#N/A
검찰의뢰		#N/A
경기강원서울		#N/A
경상부산대구울산		#N/A
충청전라제주		#N/A
치료보호실적(전국대비)		#N/A
대상		3401
청구기호		#N/A
자료실명		#N/A
서명		6154
저자		10088
발행자		4600
발행년		#N/A
대상		3401
청구기호		#N/A
자료실명		#N/A
서명		6154
저자		10088
발행자		4600
발행년		#N/A
대상		3401
청구기호		#N/A
자료실명		#N/A
서명		6154
저자		10088
발행자		4600
발행년		#N/A
대상		3401
청구기호		#N/A
자료실명		#N/A
서명		6154
저자		10088
발행자		4600
발행년		#N/A
대상		3401
청구기호		#N/A
자료실명		#N/A
서명		6154
저자		10088
발행자		4600
발행년		#N/A
ISSUE_DATE		#N/A
PLANT_ID		#N/A
LATITUDE		#N/A
LONGITUDE		#N/A
WTHR_01H		#N/A
WTHR_02H		#N/A
WTHR_03H		#N/A
WTHR_04H		#N/A
WTHR_05H		#N/A
WTHR_06H		#N/A
WTHR_07H		#N/A
WTHR_08H		#N/A
WTHR_09H		#N/A
WTHR_10H		#N/A
WTHR_11H		#N/A
WTHR_12H		#N/A
WTHR_13H		#N/A
WTHR_14H		#N/A
WTHR_15H		#N/A
WTHR_16H		#N/A
WTHR_17H		#N/A
WTHR_18H		#N/A
WTHR_19H		#N/A
WTHR_20H		#N/A
WTHR_21H		#N/A
WTHR_22H		#N/A
WTHR_23H		#N/A
WTHR_24H		#N/A
WTHR_MAX		#N/A
WTHR_MIN		#N/A
WTHR_AVG		#N/A
MODIFY_DATE		#N/A
ISSUE_DATE		#N/A
BRANCH_ID		#N/A
DAY_NAME		#N/A
LOAD_01H		#N/A
LOAD_02H		#N/A
LOAD_03H		#N/A
LOAD_04H		#N/A
LOAD_05H		#N/A
LOAD_06H		#N/A
LOAD_07H		#N/A
LOAD_08H		#N/A
LOAD_09H		#N/A
LOAD_10H		#N/A
LOAD_11H		#N/A
LOAD_12H		#N/A
LOAD_13H		#N/A
LOAD_14H		#N/A
LOAD_15H		#N/A
LOAD_16H		#N/A
LOAD_17H		#N/A
LOAD_18H		#N/A
LOAD_19H		#N/A
LOAD_20H		#N/A
LOAD_21H		#N/A
LOAD_22H		#N/A
LOAD_23H		#N/A
LOAD_24H		#N/A
MODIFY_DATE		#N/A
업종명		#N/A
업소명		#N/A
업소소재지(도로명)		#N/A
업소소재지(지번)		#N/A
소재지전화		#N/A
시장코드		#N/A
시장명		#N/A
구시장코드		#N/A
구시장명		#N/A
법인코드		#N/A
법인명		#N/A
구법인코드		#N/A
구법인명		#N/A
업데이트일자		#N/A
단위코드		#N/A
단위명		#N/A
구단위코드		#N/A
구단위명		#N/A
업데이트일자		#N/A
등급코드		#N/A
등급명		#N/A
구등급코드		#N/A
구등급명		#N/A
업데이트일자		#N/A
크기코드		#N/A
크기명		#N/A
구크기코드		#N/A
구크기명		#N/A
업데이트일자		#N/A
년도		2989
교육지명		#N/A
분야		5410
주소		10989
전화번호		10419
구분		2099
시 설 명		#N/A
자치단체		9767
주 소		#N/A
규모(톤)		#N/A
심도		7519
검사결과(‘15.3)		#N/A
검사결과(‘15.6)		#N/A
검사결과(‘15.9)		#N/A
검사결과(‘15.12)		#N/A
시설명		#N/A
소재지도로명주소		#N/A
운영기관명		#N/A
연락처		8014
급식장소		#N/A
급식대상		#N/A
급식시간		#N/A
급식일		#N/A
운영시작일자		#N/A
운영종료일자		#N/A
소재지지번주소		#N/A
경도(WGS84좌표)		#N/A
위도(WGS84좌표)		#N/A
데이터기준일자		#N/A
연번		8029
군구		#N/A
군구별연별		#N/A
구 분		#N/A
시설명		#N/A
권역명(행정동)		#N/A
소재지 주소		#N/A
시설면적(㎡)		#N/A
수용인원(명)		#N/A
시설형태		#N/A
화생방방호기능		#N/A
관리책임자		#N/A
평시활용		#N/A
설치년도		#N/A
필수비치품목확보현황(개)		#N/A
비 고		#N/A
주택명		#N/A
동		3662
호		13711
계약일자		#N/A
이전해약일		#N/A
전용면적		#N/A
공용면적		#N/A
면적(전용+공용)		#N/A
평형		12970
매입일자		#N/A
보증금		5048
임대료		9499
선수금		6322
우편번호		8532
주소		10989
상세주소		#N/A
한전고객번호		#N/A
구분		2099
매입		3977
평균준공경과년수		#N/A
매입급액		#N/A
평균유지보수비		#N/A
평균임대보증금		#N/A
월평균임대료		#N/A
번호		4776
업종명		#N/A
업소명		#N/A
업소소재지(도로명)		#N/A
업소소재지(지번)		#N/A
소재지전화		#N/A
연번		8029
관리번호		#N/A
업무구분		#N/A
허가일자		#N/A
시작일		7298
종료일		10879
시도		7254
시군구		7244
읍면		#N/A
동리		3677
산구분		#N/A
본번		5143
부번		5227
지목		11302
지적		11386
벌채목적		#N/A
작업종		#N/A
수종		7010
벌채면적		#N/A
활엽수		#N/A
조림년도		#N/A
사업구분		#N/A
조림수종		#N/A
조림본수		#N/A
POINT_X		#N/A
POINT_Y		#N/A
대상		3401
청구기호		#N/A
자료실명		#N/A
서명		6154
저자		10088
발행자		4600
발행년		#N/A
책 소개 및 선정사유		#N/A
대상		3401
청구기호		#N/A
자료실명		#N/A
서명		6154
저자		10088
발행자		4600
발행년		#N/A
책 소개 및 선정사유		#N/A
구분		2099
총계		11980
면허발급		#N/A
재발급		9941
적성검사		#N/A
면허갱신		#N/A
기타		2754
성과활용 조사년도		#N/A
주관기관명		#N/A
과제명		#N/A
과제시작일		#N/A
과제종료일		#N/A
사업화명		#N/A
매출액 발생여부		#N/A
비용절감 or 수입대체 or 기술이전 발생 여부		#N/A
연번		8029
교육과정		#N/A
소 속		#N/A
직 급		#N/A
성 명		#N/A
출강과목		#N/A
강의시간		#N/A
지역		11358
기관수		#N/A
보육반		#N/A
관리기관		1770
연번		8029
구분		2099
시설명		#N/A
소재지		6688
진단분류		#N/A
과정		1706
진단항목		#N/A
진단등급		#N/A
코스명		#N/A
업종		7876
진단항목		#N/A
공주거리		#N/A
제동거리		#N/A
코스명		#N/A
과정		1706
항목		13412
공주거리		#N/A
제동거리		#N/A
번호		4776
년도		2989
교육과정명		#N/A
기수		2666
교육시작일자		#N/A
교육종료일자		#N/A
교육일자		#N/A
교육시간		#N/A
교육비		1998
숙박여부		#N/A
연번		8029
구분		2099
제목		10669
역 명		#N/A
평일(일평균)		#N/A
토요일		12549
일요일		9468
연월		8061
주택용		#N/A
업무용		#N/A
공공용		#N/A
냉수		#N/A
합계		13350
자격구분		#N/A
구      분		#N/A
지산5단지		#N/A
범물 용지		#N/A
신암 강남		#N/A
남산까치		#N/A
상인 비둘기(~2015)		#N/A
군		2326
읍면동		9030
리		3860
구분		2099
본번		5143
부번		5227
공시지가		1487
연번		8029
읍면		#N/A
시설명		#N/A
주소		10989
연번		8029
업종명		#N/A
업소명		#N/A
업소소재지(도로명)		#N/A
소재지전화		#N/A
업태명		#N/A
구    분		#N/A
건강보험		688
의료급여		#N/A
비보험		#N/A
기타		2754
계		1101
시험장		7323
총계		11980
학과시험		#N/A
기능시험		#N/A
도로주행시험		#N/A
No.		#N/A
공고명		#N/A
계약계결방법		#N/A
계약시작일		#N/A
업체명		#N/A
계약금액         (부과세 포함)		#N/A
방송사업자명		#N/A
사업자 구분		#N/A
2013년도 장애인방송 편성 실적(%) 자막방송 목표치		#N/A
2013년도 장애인방송 편성 실적(%) 자막방송 실적치		#N/A
2013년도 장애인방송 편성 실적(%) 화면해설방송 목표치		#N/A
2013년도 장애인방송 편성 실적(%) 화면해설방송 실적치		#N/A
2013년도 장애인방송 편성 실적(%) 수화통역방송 목표치		#N/A
2013년도 장애인방송 편성 실적(%) 수화통역방송 실적치		#N/A
순위		7126
시도명		#N/A
금메달		#N/A
순위		7126
시도명		#N/A
금메달		#N/A
순위		7126
시도명		#N/A
금메달		#N/A
구분		2099
1월		8
2월		16
3월		23
4월		29
5월		31
6월		34
7월		37
8월		39
9월		41
10월		2
11월		4
12월		5
합계		13350
연번		8029
관리번호		#N/A
시도		7254
시군구		7244
읍면		#N/A
동리		3677
산구분		#N/A
본번		5143
부번		5227
사업구분		#N/A
조림수종		#N/A
조림면적		#N/A
식재본수		#N/A
POINT_X		#N/A
POINT_Y		#N/A
순번		7120
본지점		#N/A
발행기관		#N/A
우선주여부		#N/A
상장여부		#N/A
사유		5757
주식수		#N/A
관할영업점		#N/A
고객명		#N/A
채권구분		#N/A
채권번호		#N/A
매각금액		#N/A
환매금액		#N/A
매각잔액		#N/A
시군구		7244
읍면		#N/A
리		3860
기준월		2737
주소		10989
주택공시가격		#N/A
순번		7120
서명		6154
저자		10088
출판사		12162
출판년		#N/A
청구기호		#N/A
URL		175
건강보험		688
의료급여		#N/A
기타(산재)		#N/A
일반		9419
건강보험		688
의료급여		#N/A
계		1101
일반		9419
건강보험		688
의료급여		#N/A
계		1101
연번		8029
행정구역명		#N/A
리명		#N/A
마을회관(경노당)명		#N/A
주소		10989
건축년도		#N/A
규모(㎡)		#N/A
전화번호		10419
비고		5528
연번		8029
행정구역명		#N/A
리명		#N/A
마을회관(경노당)명		#N/A
주소		10989
건축년도		#N/A
규모(㎡)		#N/A
전화번호		10419
비고		5528
구분		2099
주소		10989
대표전화		#N/A
인증기관		#N/A
인증일		#N/A
유효기간만료일		#N/A
한글품명		#N/A
업체명		#N/A
본사주소		#N/A
상시근로자수		#N/A
센터명		#N/A
주소		10989
전화번호		10419
홈페이지		13749
인증기관		#N/A
인증일		#N/A
한글품명		#N/A
업체명		#N/A
본사주소		#N/A
지점명		#N/A
지점주소		#N/A
상시근로자		#N/A
장애종업원		#N/A
주업종		#N/A
연번		8029
조사지역종류		#N/A
조사지역명		#N/A
조사지역 위치(지번,법정동주소)		#N/A
토지소유자(대표자)		#N/A
토지지목		#N/A
지역구분		#N/A
면적(㎡)		#N/A
시료번호		#N/A
시료깊이(m)		#N/A
조 사 항 목 별 오 염 도 (mg/kg)		#N/A
비고		5528
NO		#N/A
상    호		#N/A
대표자		3494
주소(도로명)		#N/A
처분일자		#N/A
처분사항		#N/A
관리번호		#N/A
보고서명		#N/A
키워드		12430
계정번호		#N/A
과제명		#N/A
연구기간		#N/A
재원구분명		#N/A
발행일자		#N/A
면수페이지		#N/A
배포구분		#N/A
구분		2099
건수(건)		#N/A
금액(원)		#N/A
연번		8029
제목		10669
저자명		#N/A
출판사		12162
출판년도		#N/A
연령대		8016
남자(명)		#N/A
여자(명)		#N/A
소계(명)		#N/A
남자(원)		#N/A
여자(원)		#N/A
소계(원)		#N/A
연령대		8016
남자(명)		#N/A
여자(명)		#N/A
소계(명)		#N/A
남자(원)		#N/A
여자(원)		#N/A
소계(원)		#N/A
외국인		8366
소계		6561
구분		2099
열(Gcal)용량		#N/A
전기(MW)용량		#N/A
열생산량(Gcal)		#N/A
발전량(MWH)		#N/A
열병합/복합		#N/A
구분		2099
열(Gcal)용량		#N/A
전기(MW)용량		#N/A
열생산량(Gcal)		#N/A
발전량(MWH)		#N/A
열병합/복합		#N/A
일련번호		9415
법정동		4844
구분		2099
본번		5143
부번		5227
면적(㎡)		#N/A
결정지가		#N/A
기준일		2739
일련번호		9415
법정동		4844
구분		2099
본번		5143
부번		5227
결정지가		#N/A
일련번호		9415
법정동		4844
행정동		13562
리		3860
구분		2099
본번		5143
부번		5227
결정지가		#N/A
일련번호		9415
법정동		4844
행정동		13562
리		3860
구분		2099
본번		5143
부번		5227
결정지가		#N/A
일련번호		9415
법정동		4844
행정동		13562
리		3860
구분		2099
본번		5143
부번		5227
결정지가		#N/A
기관별		#N/A
세대수		#N/A
인구수		#N/A
전월인구		#N/A
증감		11212
용도		8456
허가번호		#N/A
업체명		#N/A
업종		7876
품목명		#N/A
성분명(국문)		#N/A
성분명(영문)		#N/A
허가일		#N/A
기관별		#N/A
세대수		#N/A
인구수		#N/A
전월인구		#N/A
증감		11212
용도		8456
허가번호		#N/A
업체명		#N/A
업종		7876
품목명		#N/A
성분명(국문)		#N/A
성분명(영문)		#N/A
허가일		#N/A
기관별		#N/A
세대수		#N/A
인구수		#N/A
전월인구		#N/A
증감		11212
구분		2099
열(Gcal)용량		#N/A
전기(MW)용량		#N/A
열생산량(Gcal)		#N/A
발전량(MWH)		#N/A
열병합/복합		#N/A
기관별		#N/A
세대수		#N/A
인구수		#N/A
전월인구		#N/A
증감		11212
기관별		#N/A
세대수		#N/A
인구수		#N/A
전월인구		#N/A
증감		11212
거주		670
기관		2562
세대수		#N/A
인구수(남)		#N/A
인구수(여)		#N/A
전월인구		#N/A
구분		2099
열(Gcal)용량		#N/A
전기(MW)용량		#N/A
열생산량(Gcal)		#N/A
발전량(MWH)		#N/A
열병합/복합		#N/A
구분		2099
열(Gcal)용량		#N/A
전기(MW)용량		#N/A
열생산량(Gcal)		#N/A
발전량(MWH)		#N/A
열병합/복합		#N/A
구 분		#N/A
합            계		#N/A
승      용     차		#N/A
승        합       차		#N/A
화        물        차		#N/A
특       수       차		#N/A
구 분		#N/A
합            계		#N/A
승      용     차		#N/A
승        합       차		#N/A
화        물        차		#N/A
특       수       차		#N/A
공원명		#N/A
제목		10669
등록일		3759
조회수		10853
기간		2553
구분		2099
진행현황		#N/A
상세URL		#N/A
		#N/A
구 분		#N/A
기보		2626
온렌딩		#N/A
은행 자율		#N/A
합계		13350
번호		4776
시설		7275
프로그램		13125
개설시기		#N/A
접수시기		#N/A
수강료		#N/A
대상		3401
번호		4776
일시		9461
측정지점		#N/A
pH		#N/A
DO		#N/A
BOD		#N/A
COD		#N/A
SS		#N/A
T-N		#N/A
T-P		#N/A
총대장균군수		#N/A
분원성대장균군		#N/A
암모니아성질소		#N/A
질산성질소		#N/A
인산염인		#N/A
전기전도도		#N/A
클로로필a		#N/A
DTN		#N/A
DTP		#N/A
수온		#N/A
폐놀		#N/A
TOC		#N/A
행정기관		13560
인 구 수		#N/A
65세 이상		#N/A
세대수		#N/A
재외국민		9992
구 분		#N/A
합            계		#N/A
승      용     차		#N/A
승        합       차		#N/A
화        물        차		#N/A
특       수       차		#N/A
구 분		#N/A
기보		2626
온렌딩		#N/A
은행 자율		#N/A
합계		13350
번호		4776
일시		9461
측정지점		#N/A
pH		#N/A
DO		#N/A
BOD		#N/A
COD		#N/A
SS		#N/A
T-N		#N/A
T-P		#N/A
총대장균군수		#N/A
분원성대장균군		#N/A
암모니아성질소		#N/A
질산성질소		#N/A
인산염인		#N/A
전기전도도		#N/A
클로로필a		#N/A
DTN		#N/A
DTP		#N/A
수온		#N/A
폐놀		#N/A
TOC		#N/A
행정기관		13560
인 구 수		#N/A
65세 이상		#N/A
세대수		#N/A
재외국민		9992
구 분		#N/A
합            계		#N/A
승      용     차		#N/A
승        합       차		#N/A
화        물        차		#N/A
특       수       차		#N/A
구 분		#N/A
기보		2626
온렌딩		#N/A
은행 자율		#N/A
합계		13350
번호		4776
일시		9461
측정지점		#N/A
pH		#N/A
DO		#N/A
BOD		#N/A
COD		#N/A
SS		#N/A
T-N		#N/A
T-P		#N/A
총대장균군수		#N/A
분원성대장균군		#N/A
암모니아성질소		#N/A
질산성질소		#N/A
인산염인		#N/A
전기전도도		#N/A
클로로필a		#N/A
DTN		#N/A
DTP		#N/A
수온		#N/A
폐놀		#N/A
TOC		#N/A
행정기관		13560
인 구 수		#N/A
65세 이상		#N/A
세대수		#N/A
재외국민		9992
구 분		#N/A
합            계		#N/A
승      용     차		#N/A
승        합       차		#N/A
화        물        차		#N/A
특       수       차		#N/A
구 분		#N/A
기보		2626
온렌딩		#N/A
은행 자율		#N/A
합계		13350
번호		4776
일시		9461
측정지점		#N/A
pH		#N/A
DO		#N/A
BOD		#N/A
COD		#N/A
SS		#N/A
T-N		#N/A
T-P		#N/A
총대장균군수		#N/A
분원성대장균군		#N/A
암모니아성질소		#N/A
질산성질소		#N/A
인산염인		#N/A
전기전도도		#N/A
클로로필a		#N/A
DTN		#N/A
DTP		#N/A
수온		#N/A
폐놀		#N/A
TOC		#N/A
구 분		#N/A
합            계		#N/A
승      용     차		#N/A
승        합       차		#N/A
화        물        차		#N/A
특       수       차		#N/A
구 분		#N/A
기보		2626
온렌딩		#N/A
은행 자율		#N/A
합계		13350
번호		4776
일시		9461
측정지점		#N/A
pH		#N/A
DO		#N/A
BOD		#N/A
COD		#N/A
SS		#N/A
T-N		#N/A
T-P		#N/A
총대장균군수		#N/A
분원성대장균군		#N/A
암모니아성질소		#N/A
질산성질소		#N/A
인산염인		#N/A
전기전도도		#N/A
클로로필a		#N/A
DTN		#N/A
DTP		#N/A
수온		#N/A
폐놀		#N/A
TOC		#N/A
구 분		#N/A
합            계		#N/A
승      용     차		#N/A
승        합       차		#N/A
화        물        차		#N/A
특       수       차		#N/A
구 분		#N/A
기보		2626
온렌딩		#N/A
은행 자율		#N/A
합계		13350
번호		4776
일시		9461
측정지점		#N/A
pH		#N/A
DO		#N/A
BOD		#N/A
COD		#N/A
SS		#N/A
T-N		#N/A
T-P		#N/A
총대장균군수		#N/A
분원성대장균군		#N/A
암모니아성질소		#N/A
질산성질소		#N/A
인산염인		#N/A
전기전도도		#N/A
클로로필a		#N/A
DTN		#N/A
DTP		#N/A
수온		#N/A
폐놀		#N/A
TOC		#N/A
구 분		#N/A
합            계		#N/A
승      용     차		#N/A
승        합       차		#N/A
화        물        차		#N/A
특       수       차		#N/A
구 분		#N/A
합            계		#N/A
승      용     차		#N/A
승        합       차		#N/A
화        물        차		#N/A
특       수       차		#N/A
구 분		#N/A
합            계		#N/A
승      용     차		#N/A
승        합       차		#N/A
화        물        차		#N/A
특       수       차		#N/A
가격기준년도		#N/A
시군구		7244
읍면		#N/A
리		3860
구분		2099
본번		5143
부번		5227
개별공시지가(원/㎡)		#N/A
기준월		2737
구분		2099
카테고리		12329
프로그램명		#N/A
프로그램시작일		#N/A
프로그램종료일		#N/A
시작시간		#N/A
종료시간		#N/A
요일		#N/A
정원		10605
강의실		519
수강료		#N/A
비고		5528
구분		2099
카테고리		12329
프로그램명		#N/A
프로그램시작일		#N/A
프로그램종료일		#N/A
시작시간		#N/A
종료시간		#N/A
요일		#N/A
정원		10605
강의실		519
수강료		#N/A
비고		5528
중분류		11146
소분류		6613
종별		10889
단위		3225
형식		13706
서울남부		#N/A
서울중앙		#N/A
삼송		#N/A
계		1101
사업구분		#N/A
설비명		#N/A
형 식		#N/A
용 량		#N/A
단위		3225
수 량		#N/A
구분		2099
기술명		#N/A
연구책임자		#N/A
기술내용		#N/A
기술특징		#N/A
출원일자		#N/A
출원번호		#N/A
등록일		3759
등록번호		#N/A
출원국		#N/A
동명		#N/A
강좌명		#N/A
강좌요일		#N/A
강좌시간		#N/A
대상		3401
강습비		#N/A
장비내역		#N/A
강좌장소		#N/A
구분		2099
명칭		4088
주소		10989
전화		10414
홈페이지		13749
해당동명		#N/A
명칭		4088
주소		10989
전화		10414
홈페이지		13749
소속동명		#N/A
제목		10669
내용		2957
거리명		#N/A
주소		10989
전화번호		10419
위치정보		8758
좌석수		#N/A
시간		7231
휴무일		14062
주차정보		#N/A
메뉴		4011
분류		5385
위치정보-X		#N/A
위치정보-Y		#N/A
소관동명		#N/A
골목투어코스		#N/A
등록구분		#N/A
명칭		4088
구분		2099
구분2		#N/A
카테고리		12329
면적.개수		#N/A
면적		4046
지정일		11405
소관도명		#N/A
위치		8756
시대		#N/A
소유자		6673
관리자		1779
위치정보-X		#N/A
위치정보-Y		#N/A
홈페이지		13749
명칭		4088
동명		#N/A
위치		8756
소유자		6673
전화번호		10419
홈페이지		13749
운영시간		#N/A
위치정보-X		#N/A
위치정보-Y		#N/A
구분		2099
명칭		4088
주소		10989
전화번호		10419
내용		2957
홈페이지		13749
위치정보-X		#N/A
위치정보-Y		#N/A
순번		7120
년도		2989
국가코드		#N/A
세번		6498
영문품명		#N/A
한글품명		#N/A
중량단위		#N/A
수량단위		#N/A
간이정액환급		#N/A
기본세율 - A		#N/A
잠정세율 - B		#N/A
WTO협정세율 - C		#N/A
WTO협정세율(선택1) - C1		#N/A
WTO협정세율(선택2) - C2		#N/A
WTO개도국협정세율 - D		#N/A
아시아ㆍ태평양 협정세율(일반) - E1		#N/A
아시아ㆍ태평양 협정세율(선택1) - E1A1		#N/A
아시아ㆍ태평양 협정세율(선택2) - E1A2		#N/A
아시아ㆍ태평양 협정세율(선택3) - E1A3		#N/A
아시아ㆍ태평양 협정세율(선택1) - E1L1		#N/A
아시아ㆍ태평양 협정세율(선택2) - E1L2		#N/A
아시아ㆍ태평양 협정세율(선택3) - E1L3		#N/A
아시아ㆍ태평양 협정세율(선택4) - E1L4		#N/A
아시아ㆍ태평양 협정세율(선택5) - E1L5		#N/A
아시아ㆍ태평양 협정세율(선택6) - E1L6		#N/A
아시아ㆍ태평양 협정세율(선택7) - E1L7		#N/A
아시아ㆍ태평양 협정세율(방글라데쉬) - E2		#N/A
아시아ㆍ태평양 협정세율(라오스) - E3		#N/A
국제협력관세 - F		#N/A
한ㆍ싱가포르FTA협정세율(선택1) - FSG1		#N/A
한ㆍ싱가포르FTA협정세율(선택2) - FSG2		#N/A
한ㆍ싱가포르FTA협정세율(선택3) - FSG3		#N/A
한ㆍ싱가포르FTA협정세율(선택4) - FSG4		#N/A
한ㆍ싱가포르FTA협정세율(선택5) - FSG5		#N/A
한ㆍ싱가포르FTA협정세율(선택1) - Z1		#N/A
한ㆍ싱가포르FTA협정세율(선택2) - Z2		#N/A
한ㆍ싱가포르FTA협정세율(선택3) - Z3		#N/A
한ㆍ싱가포르FTA협정세율(선택4) - Z4		#N/A
한ㆍ싱가포르FTA협정세율(선택5) - Z5		#N/A
한ㆍ아세안 FTA협정세율(선택1) - FTA1		#N/A
한ㆍ아세안 FTA협정세율(선택2) - FTA2		#N/A
한ㆍ아세안 FTA협정세율(선택3) - FTA3		#N/A
한ㆍ아세안 FTA협정세율(선택4) - FTA4		#N/A
한ㆍ아세안 FTA협정세율(선택1) - FAS1		#N/A
한ㆍ아세안 FTA협정세율(선택2) - FAS2		#N/A
한ㆍ아세안 FTA협정세율(선택3) - FAS3		#N/A
한ㆍ아세안 FTA협정세율(선택4) - FAS4		#N/A
한ㆍ아세안 FTA상호대응세율(인도네시아) - FASID		#N/A
한ㆍ아세안 FTA상호대응세율(미얀마) - FASMM		#N/A
한ㆍ아세안 FTA상호대응세율(말레이시아) - FASMY		#N/A
한ㆍ아세안 FTA상호대응세율(필리핀1) - FASPH1		#N/A
한ㆍ아세안 FTA상호대응세율(필리핀2) - FASPH2		#N/A
한ㆍ아세안 FTA상호대응세율(베트남1) - FASVN1		#N/A
한ㆍ아세안 FTA상호대응세율(베트남2) - FASVN2		#N/A
한ㆍ칠레FTA협정세율(선택1) - FCL1		#N/A
한ㆍ칠레FTA협정세율(선택2) - FCL2		#N/A
한ㆍ칠레FTA협정세율(추천) - FCL5		#N/A
한ㆍ칠레FTA협정세율(미추천) - FCL6		#N/A
한ㆍ칠레FTA협정세율(선택1) - Y1		#N/A
한ㆍ칠레FTA협정세율(선택2) - Y2		#N/A
한ㆍ칠레FTA협정세율(추천) - Y5		#N/A
한ㆍ칠레FTA협정세율(미추천) - Y6		#N/A
한ㆍEFTA FTA협정세율(선택1) - FEF1		#N/A
한ㆍEFTA FTA협정세율(선택2) - FEF2		#N/A
한ㆍEFTA FTA협정세율(선택3) - FEF3		#N/A
한ㆍEFTA FTA협정세율(선택4) - FEF4		#N/A
한ㆍEFTA FTA협정세율(선택5) - FEFCH		#N/A
한ㆍEFTA FTA협정세율(선택7) - FEFIS		#N/A
한ㆍEFTA FTA협정세율(선택6) - FEFNO		#N/A
한ㆍEFTA FTA협정세율(선택1) - FTE1		#N/A
한ㆍEFTA FTA협정세율(선택2) - FTE2		#N/A
한ㆍEFTA FTA협정세율(선택3) - FTE3		#N/A
한ㆍEFTA FTA협정세율(선택4) - FTE4		#N/A
한ㆍEFTA FTA협정세율(선택5) - FTE5		#N/A
한ㆍEFTA FTA협정세율(선택6) - FTE6		#N/A
한ㆍEFTA FTA협정세율(선택7) - FTE7		#N/A
한ㆍEU FTA협정세율(선택1) - FEU1		#N/A
한ㆍEU FTA협정세율(선택2) - FEU2		#N/A
한ㆍEU FTA협정세율(선택3) - FEU3		#N/A
한ㆍEU FTA협정세율(선택4) - FEU4		#N/A
한ㆍEU FTA협정세율(선택5) - FEU5		#N/A
한ㆍEU FTA협정세율(선택6) - FEU6		#N/A
한ㆍEU FTA협정세율(선택7) - FEU7		#N/A
한ㆍ페루 FTA협정세율(선택1) - FPE1		#N/A
한ㆍ페루 FTA협정세율(선택2) - FPE2		#N/A
한ㆍ페루 FTA협정세율(선택3) - FPE3		#N/A
한ㆍ페루 FTA협정세율(선택4) - FPE4		#N/A
한ㆍ페루 FTA협정세율(선택5) - FPE5		#N/A
한ㆍ페루 FTA협정세율(선택6) - FPE6		#N/A
한ㆍ인도 FTA협정세율(선택1) - FIN1		#N/A
한ㆍ인도 FTA협정세율(선택2) - FIN2		#N/A
한ㆍ인도 FTA협정세율(선택3) - FIN3		#N/A
한ㆍ인도 FTA협정세율(선택4) - FIN4		#N/A
한ㆍ미 FTA 협정세율(선택1) - FUS1		#N/A
한ㆍ미 FTA 협정세율(선택2) - FUS2		#N/A
한ㆍ미 FTA 협정세율(선택3) - FUS3		#N/A
한ㆍ미 FTA 협정세율(선택4) - FUS4		#N/A
한ㆍ미 FTA 협정세율(선택5) - FUS5		#N/A
한ㆍ미 FTA 협정세율(선택6) - FUS6		#N/A
한ㆍ미 FTA 협정세율(선택7) - FUS7		#N/A
한ㆍ미 FTA 협정세율(선택8) - FUS8		#N/A
한ㆍ터키 FTA협정세율(선택1) - FTR1		#N/A
한ㆍ터키 FTA협정세율(선택2) - FTR2		#N/A
한ㆍ터키 FTA협정세율(선택3) - FTR3		#N/A
한ㆍ터키 FTA협정세율(선택4) - FTR4		#N/A
한ㆍ터키 FTA협정세율(선택5) - FTR5		#N/A
한ㆍ호주 FTA 협정세율(선택1) - FAU1		#N/A
한ㆍ호주 FTA 협정세율(선택2) - FAU2		#N/A
