필드명,필드길이,필드띄어쓰기,필드특수문자,필드특수문자수
관리부서명,5,0,No,0
부서전화번호,6,0,No,0
데이터기준일자,7,0,No,0
No,2,0,No,0
지점,2,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
분류,2,0,No,0
보관대수(조),7,0,Yes,2
보관가능대수(대),9,0,Yes,2
보관대이용대수,7,0,No,0
보관대형식,5,0,No,0
비고,2,0,No,0
관리기관명,5,0,No,0
관리부서명,5,0,No,0
관리부서 전화번호,9,1,No,0
위도,2,0,No,0
경도,2,0,No,0
데이터 기준일자,8,1,No,0
충전소명,4,0,No,0
충전소위치상세,7,0,No,0
설치시도명,5,0,No,0
휴점일,3,0,No,0
이용가능시작시각,8,0,No,0
이용가능종료시각,8,0,No,0
완속충전가능여부,8,0,No,0
급속충전가능여부,8,0,No,0
급속충전타입구분,8,0,No,0
완속충전기대수,7,0,No,0
급속충전기대수,7,0,No,0
주차료부과여부,7,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
관리업체명,5,0,No,0
관리업체전화번호,8,0,No,0
위도,2,0,No,0
경도,2,0,No,0
데이터기준일자,7,0,No,0
충전소명,4,0,No,0
충전소위치상세,7,0,No,0
설치시도명,5,0,No,0
휴점일,3,0,No,0
이용가능시작시각,8,0,No,0
이용가능종료시각,8,0,No,0
완속충전가능여부,8,0,No,0
급속충전가능여부,8,0,No,0
급속충전타입구분,8,0,No,0
완속충전기대수,7,0,No,0
급속충전기대수,7,0,No,0
주차료부과여부,7,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
관리업체명,5,0,No,0
관리업체전화번호,8,0,No,0
위도,2,0,No,0
경도,2,0,No,0
데이터기준일자,7,0,No,0
시장명,3,0,No,0
시장유형,4,0,No,0
소재지도로명주소,8,0,No,0
시장개설주기,6,0,No,0
소재지지번주소,7,0,No,0
경도(WGS84좌표),11,0,Yes,2
위도(WGS84좌표),11,0,Yes,2
점포수,3,0,No,0
취급품목,4,0,No,0
사용가능상품권,7,0,No,0
홈페이지주소,6,0,No,0
공중화장실 보유여부,10,1,No,0
주차장 보유여부,8,1,No,0
개설년도,4,0,No,0
연락처,3,0,No,0
데이터기준일자,7,0,No,0
시장명,3,0,No,0
시장유형,4,0,No,0
소재지도로명주소,8,0,No,0
시장개설주기,6,0,No,0
소재지지번주소,7,0,No,0
경도(WGS84좌표),11,0,Yes,2
위도(WGS84좌표),11,0,Yes,2
점포수,3,0,No,0
취급품목,4,0,No,0
사용가능상품권,7,0,No,0
홈페이지주소,6,0,No,0
공중화장실 보유여부,10,1,No,0
주차장 보유여부,8,1,No,0
개설년도,4,0,No,0
연락처,3,0,No,0
데이터기준일자,7,0,No,0
시군구명,4,0,No,0
농장명,3,0,No,0
소재지지번주소,7,0,No,0
운영자,3,0,No,0
분양면적(㎡),7,0,Yes,3
분양가격(원),7,0,Yes,2
분양가격 기준면적,9,1,No,0
데이터 기준일자,8,1,No,0
관리기관,4,0,No,0
단속일시,4,0,No,0
주정차 단속 세부위치,11,2,No,0
단속방식,4,0,No,0
주차장관리번호,7,0,No,0
주차장명,4,0,No,0
주차장구분,5,0,No,0
주차장유형,5,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
주차구획수,5,0,No,0
급지구분,4,0,No,0
부제시행구분,6,0,No,0
운영요일,4,0,No,0
평일운영시작시각,8,0,No,0
평일운영종료시각,8,0,No,0
토요일운영시작시각,9,0,No,0
토요일운영종료시각,9,0,No,0
공휴일운영시작시각,9,0,No,0
공휴일운영종료시각,9,0,No,0
요금정보,4,0,No,0
주차기본시간,6,0,No,0
주차기본요금,6,0,No,0
추가단위시간,6,0,No,0
추가단위요금,6,0,No,0
1일주차권요금적용시간,11,0,No,0
1일주차권요금,7,0,No,0
월정기권요금,6,0,No,0
결제방법,4,0,No,0
특기사항,4,0,No,0
관리기관명,5,0,No,0
연락처,3,0,No,0
위도(WGS84좌표),11,0,Yes,2
경도(WGS84좌표),11,0,Yes,2
데이터기준일자,7,0,No,0
시내버스료(성인),9,0,Yes,2
택시료(중형),7,0,Yes,2
"도시가스료(가정용, 취사)",16,1,Yes,5
상수도료,4,0,No,0
하수도료,4,0,No,0
쓰레기봉투료(20ℓ),11,0,Yes,3
거리명,3,0,No,0
거리소개,4,0,No,0
소재지도로명,6,0,No,0
소재지지번주소,7,0,No,0
위도,2,0,No,0
경도,2,0,No,0
총길이,3,0,No,0
점포수,3,0,No,0
지정년도,4,0,No,0
관리기관전화번호,8,0,No,0
관리기관명,5,0,No,0
데이터기준일자,7,0,No,0
약수터명,4,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
위도,2,0,No,0
경도,2,0,No,0
지정일자,4,0,No,0
일평균이용인구수,8,0,No,0
수질검사일자,6,0,No,0
수질검사결과구분,8,0,No,0
부적합항목,5,0,No,0
관리기관전화번호,8,0,No,0
관리기관명,5,0,No,0
데이터기준일자,7,0,No,0
구분,2,0,No,0
업소명,3,0,No,0
소재지지번주소,7,0,No,0
소재지도로명 주소,9,1,No,0
전화번호,4,0,No,0
음식1,3,0,No,0
가격,2,0,No,0
음식2,3,0,No,0
가격,2,0,No,0
위도,2,0,No,0
경도,2,0,No,0
관리기관명,5,0,No,0
관리부서명,5,0,No,0
관리부서 전화번호,9,1,No,0
데이터 기준일자,8,1,No,0
강좌명,3,0,No,0
강사명,3,0,No,0
교육시작일자,6,0,No,0
교육종료일자,6,0,No,0
교육시작시각,6,0,No,0
교육종료시각,6,0,No,0
강좌내용,4,0,No,0
교육대상구분,6,0,No,0
교육방법구분,6,0,No,0
운영요일,4,0,No,0
교육장소,4,0,No,0
강좌정원수,5,0,No,0
 수강료 ,3,0,No,0
교육장도로명주소,8,0,No,0
운영기관명,5,0,No,0
운영기관전화번호,8,0,No,0
접수시작일자,6,0,No,0
접수종료일자,6,0,No,0
접수방법구분,6,0,No,0
선정방법구분,6,0,No,0
홈페이지주소,6,0,No,0
직업능력개발훈련비지원강좌여부,15,0,No,0
학점은행제평가(학점)인정여부,15,0,Yes,2
평생학습계좌제평가인정여부,13,0,No,0
데이터기준일자,7,0,No,0
강좌명,3,0,No,0
강사명,3,0,No,0
교육시작일자,6,0,No,0
교육종료일자,6,0,No,0
교육시작시각,6,0,No,0
교육종료시각,6,0,No,0
강좌내용,4,0,No,0
교육대상구분,6,0,No,0
교육방법구분,6,0,No,0
운영요일,4,0,No,0
교육장소,4,0,No,0
강좌정원수,5,0,No,0
수강료,3,0,No,0
교육장도로명주소,8,0,No,0
운영기관명,5,0,No,0
운영기관전화번호,8,0,No,0
접수시작일자,6,0,No,0
접수종료일자,6,0,No,0
접수방법구분,6,0,No,0
선정방법구분,6,0,No,0
홈페이지주소,6,0,No,0
직업능력개발훈련비지원강좌여부,15,0,No,0
학점은행제평가(학점)인정여부,15,0,Yes,2
평생학습계좌제평가인정여부,13,0,No,0
데이터기준일자,7,0,No,0
관리번호,4,0,No,0
위치,2,0,No,0
최대면수,4,0,No,0
자동/고정여부,7,0,Yes,1
관리부서전화번호,8,0,No,0
,0,0,No,0
소각,2,0,No,0
매립,2,0,No,0
재활용,3,0,No,0
음식물,3,0,No,0
총계,2,0,No,0
시군명,3,0,No,0
사업장명,4,0,No,0
영업상태명,5,0,No,0
인허가일자,5,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
시군명,3,0,No,0
사업장명,4,0,No,0
영업상태명,5,0,No,0
문화체육업종명,7,0,No,0
보험기관명,5,0,No,0
자본금,3,0,No,0
인허가일자,5,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
시군명,3,0,No,0
사업장명,4,0,No,0
영업상태명,5,0,No,0
위생업종명,5,0,No,0
위생업태명,5,0,No,0
총시설규모(㎡),8,0,Yes,3
다중이용업소여부,8,0,No,0
인허가일자,5,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
시군명,3,0,No,0
사업장명,4,0,No,0
영업상태명,5,0,No,0
업체유형명,5,0,No,0
인허가일자,5,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
시군명,3,0,No,0
사업장명,4,0,No,0
영업상태명,5,0,No,0
인허가일자,5,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
집계년도,4,0,No,0
시군명,3,0,No,0
조사분기,4,0,No,0
종합정비업체수(개),10,0,Yes,2
종합정비종사자수(명),11,0,Yes,2
소형정비업체수(개),10,0,Yes,2
소형정비종사자수(명),11,0,Yes,2
부분정비업체수(개),10,0,Yes,2
부분정비종사자수(명),11,0,Yes,2
원동기정비업체수(개),11,0,Yes,2
원동기정비종사자수(명),12,0,Yes,2
매매업체수(개),8,0,Yes,2
매매종사자수(명),9,0,Yes,2
폐차업체수(개),8,0,Yes,2
폐차종사자수(명),9,0,Yes,2
성능점검업체수(개),10,0,Yes,2
성능점검종사자수(명),11,0,Yes,2
택시미터업체수(개),10,0,Yes,2
택시미터종사자수(명),11,0,Yes,2
집계년월,4,0,No,0
시군명,3,0,No,0
전용도로노선수(개소),11,0,Yes,2
전용도로연장(km),10,0,Yes,2
전용도로사업비(백만원),12,0,Yes,2
보행자겸용도로노선수(개소),14,0,Yes,2
보행자겸용도로연장(km),13,0,Yes,2
보행자겸용도로사업비(백만원),15,0,Yes,2
전용차로노선수(개소),11,0,Yes,2
전용차로연장(km),10,0,Yes,2
전용차로사업비(백만원),12,0,Yes,2
자전거우선도로노선수(개소),14,0,Yes,2
자전거우선도로연장(km),13,0,Yes,2
자전거도로사업비(백만원),13,0,Yes,2
시군명,3,0,No,0
사업장명,4,0,No,0
영업상태명,5,0,No,0
입소정원(명),7,0,Yes,2
총인원수(명),7,0,Yes,2
자격소유인원수(명),10,0,Yes,2
인허가일자,5,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
시군명,3,0,No,0
사업장명,4,0,No,0
영업상태명,5,0,No,0
총인원수(명),7,0,Yes,2
입소정원(명),7,0,Yes,2
자격소유인원수(명),10,0,Yes,2
인허가일자,5,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
집계일자,4,0,No,0
시군명,3,0,No,0
재활용센터명,6,0,No,0
운영방법구분명,7,0,No,0
규모,2,0,No,0
취급품목내역,6,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
WGS84경도,7,0,No,0
WGS84위도,7,0,No,0
시군명,3,0,No,0
사업장명,4,0,No,0
영업상태명,5,0,No,0
인허가일자,5,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
집계년월,4,0,No,0
시군구명,4,0,No,0
읍면동명,4,0,No,0
대피소구분명,6,0,No,0
대피소면적,5,0,No,0
수용인원수,5,0,No,0
대피소소재지우편번호,10,0,No,0
대피소소재지지번주소,10,0,No,0
대피소소재지도로명주소,11,0,No,0
경도,2,0,No,0
위도,2,0,No,0
시군명,3,0,No,0
사업장명,4,0,No,0
영업상태명,5,0,No,0
시설장비보유내역,8,0,No,0
자본금,3,0,No,0
전문인력총수(명),9,0,Yes,2
인허가일자,5,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
집계일자,4,0,No,0
시군명,3,0,No,0
센터명,3,0,No,0
센터전화번호,6,0,No,0
센터대표자명,6,0,No,0
보육실수,4,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
역별,2,0,No,0
승차인원,4,0,No,0
강차인원,4,0,No,0
여객수입,4,0,No,0
발송톤수,4,0,No,0
도착톤수,4,0,No,0
화물수입,4,0,No,0
시군명,3,0,No,0
관할고용센터명,7,0,No,0
대표전화번호,6,0,No,0
운영기관명,5,0,No,0
팩스번호,4,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
집계년도,4,0,No,0
시군명,3,0,No,0
시설명,3,0,No,0
연락처,3,0,No,0
시설유형,4,0,No,0
공공민간구분명,7,0,No,0
운영단체명,5,0,No,0
관리자명,4,0,No,0
수용정원(명),7,0,Yes,2
연면적(㎡),6,0,Yes,3
건물규모정보,6,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
순위,2,0,No,0
지역,2,0,No,0
정류장명,4,0,No,0
승차,2,0,No,0
하차,2,0,No,0
총 이용인원,6,1,No,0
집계년도,4,0,No,0
집계분기,4,0,No,0
축종명,3,0,No,0
간이정성검사수(건),10,0,Yes,2
간이정성검사검출수(건),12,0,Yes,2
정밀정량검사수(건),10,0,Yes,2
정밀정량검출수(건),10,0,Yes,2
정밀정량검사위반수(건),12,0,Yes,2
누계간이정성검사수(건),12,0,Yes,2
누계간이정성검사검출수(건),14,0,Yes,2
누계정밀정량검사수(건),12,0,Yes,2
누계정밀정량검사검출수(건),14,0,Yes,2
누계정밀정량검사위반수(건),14,0,Yes,2
시군명,3,0,No,0
사업장명,4,0,No,0
영업상태명,5,0,No,0
축산업무구분명,7,0,No,0
소재지면적(㎡),8,0,Yes,3
인허가일자,5,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
집계년월,4,0,No,0
시군명,3,0,No,0
상호명,3,0,No,0
전화번호,4,0,No,0
대표자명,4,0,No,0
업종명,3,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
집계년도,4,0,No,0
시도명,3,0,No,0
단위구분명,5,0,No,0
유기농산물수량,7,0,No,0
무농약농산물수량,8,0,No,0
저농약농산물수량,8,0,No,0
집계년도,4,0,No,0
시군명,3,0,No,0
야영장업체명,6,0,No,0
야영장구분명,6,0,No,0
등록일,3,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
노선명,3,0,No,0
노선주제명,5,0,No,0
노선시점,4,0,No,0
시점위치,4,0,No,0
노선종점,4,0,No,0
종점위치,4,0,No,0
연장,2,0,No,0
소요시간,4,0,No,0
주요경유지,5,0,No,0
난이도,3,0,No,0
포인트 X좌표,7,1,No,0
포인트 Y좌표,7,1,No,0
경도,2,0,No,0
위도,2,0,No,0
집계년도,4,0,No,0
시군명,3,0,No,0
구분명,3,0,No,0
기관명,3,0,No,0
연락처정보,5,0,No,0
대표자명,4,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
집계년월,4,0,No,0
시군명,3,0,No,0
시설명,3,0,No,0
재난관리책임기관명,9,0,No,0
관리주체명,5,0,No,0
소유주체명,5,0,No,0
시설분야명,5,0,No,0
시설물유형,5,0,No,0
안전등급,4,0,No,0
준공일자,4,0,No,0
지정일자,4,0,No,0
최종점검일자,6,0,No,0
연면적,3,0,No,0
건물구조유형,6,0,No,0
위험유형,4,0,No,0
소재지우편번호,7,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
경도,2,0,No,0
위도,2,0,No,0
연번,2,0,No,0
업소명,3,0,No,0
대표메뉴,4,0,No,0
전화번호,4,0,No,0
소재지,3,0,No,0
업태명,3,0,No,0
면적(㎥),5,0,Yes,3
성명,2,0,No,0
직책,2,0,No,0
선거구,3,0,No,0
정당,2,0,No,0
위원회,3,0,No,0
연락처,3,0,No,0
번호,2,0,No,0
의료기관명,5,0,No,0
개설자명,4,0,No,0
의료기관주소,6,0,No,0
전화번호,4,0,No,0
일련번호,4,0,No,0
읍면동,3,0,No,0
리,1,0,No,0
구분,2,0,No,0
본번,2,0,No,0
부번,2,0,No,0
동번호,3,0,No,0
 결정가격 ,4,0,No,0
기준월,3,0,No,0
연번,2,0,No,0
건설기계명,5,0,No,0
합계,2,0,No,0
관  용,4,2,No,0
자가용,3,0,No,0
영업용,3,0,No,0
연번,2,0,No,0
건설기계명,5,0,No,0
합계,2,0,No,0
관  용,4,2,No,0
자가용,3,0,No,0
영업용,3,0,No,0
연번,2,0,No,0
건설기계명,5,0,No,0
합계,2,0,No,0
관  용,4,2,No,0
자가용,3,0,No,0
영업용,3,0,No,0
번호,2,0,No,0
도서관,3,0,No,0
동아리명,4,0,No,0
회원수,3,0,No,0
회원계층,4,0,No,0
모임주기,4,0,No,0
"동아리 목적, 주요활동",14,2,Yes,3
창립년도,4,0,No,0
도서관명,4,0,No,0
소재지,3,0,No,0
개관일,3,0,No,0
연면적(㎡),6,0,Yes,3
좌석(계),5,0,Yes,2
좌석(자료실),7,0,Yes,2
좌석(열람실),7,0,Yes,2
운영,2,0,No,0
차종,2,0,No,0
단속일시,4,0,No,0
단속동,3,0,No,0
단속장소,4,0,No,0
기준일자,4,0,No,0
기관명,3,0,No,0
사회서비스분야,7,0,No,0
주된목적,4,0,No,0
사업내용,4,0,No,0
인증일자,4,0,No,0
인증번호,4,0,No,0
대표자명,4,0,No,0
연락처,3,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
홈페이지주소,6,0,No,0
데이터기준일자,7,0,No,0
기관명,3,0,No,0
사회서비스분야,7,0,No,0
주된목적,4,0,No,0
사업내용,4,0,No,0
인증일자,4,0,No,0
인증번호,4,0,No,0
대표자명,4,0,No,0
연락처,3,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
홈페이지주소,6,0,No,0
데이터기준일자,7,0,No,0
배기량,3,0,No,0
전월(계),5,0,Yes,2
전월(관용),6,0,Yes,2
전월(자가용),7,0,Yes,2
신규(계),5,0,Yes,2
신규(관용),6,0,Yes,2
신규(자가용),7,0,Yes,2
전입(계),5,0,Yes,2
전입(관용),6,0,Yes,2
전입(자가용),7,0,Yes,2
전출(계),5,0,Yes,2
전출(관용),6,0,Yes,2
전출(자가용),7,0,Yes,2
폐지(계),5,0,Yes,2
폐지(관용),6,0,Yes,2
폐지(자가용),7,0,Yes,2
변경(이전)入,7,0,Yes,3
변경(이전)出,7,0,Yes,3
금월(계),5,0,Yes,2
금월(관용),6,0,Yes,2
금월(자가용),7,0,Yes,2
집계년도,4,0,No,0
대학명,3,0,No,0
과정명,3,0,No,0
교육기간,4,0,No,0
계획인원수(명),8,0,Yes,2
수료인원수(명),8,0,Yes,2
사업내용,4,0,No,0
추진방법,4,0,No,0
관리기관명,5,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
설치목적구분,6,0,No,0
카메라대수,5,0,No,0
카메라화소수,6,0,No,0
촬영방면정보,6,0,No,0
보관일수,4,0,No,0
설치년월,4,0,No,0
관리기관전화번호,8,0,No,0
위도,2,0,No,0
경도,2,0,No,0
데이터기준일자,7,0,No,0
개방시설명,5,0,No,0
개방장소명,5,0,No,0
개방시설유형구분,8,0,No,0
휴관일,3,0,No,0
평일운영시작시각,8,0,No,0
평일운영종료시각,8,0,No,0
주말운영시작시각,8,0,No,0
주말운영종료시각,8,0,No,0
유료사용여부,6,0,No,0
사용기준시간,6,0,No,0
사용료,3,0,No,0
초과사용단위시간,8,0,No,0
초과사용료,5,0,No,0
수용가능인원수,7,0,No,0
면적,2,0,No,0
부대시설정보,6,0,No,0
신청방법구분,6,0,No,0
시설사진정보,6,0,No,0
소재지도로명주소,8,0,No,0
관리기관명,5,0,No,0
담당부서명,5,0,No,0
사용안내전화번호,8,0,No,0
홈페이지주소,6,0,No,0
위도,2,0,No,0
경도,2,0,No,0
데이터기준일자,7,0,No,0
행사명,3,0,No,0
장소,2,0,No,0
행사내용,4,0,No,0
행사시작일자,6,0,No,0
행사종료일자,6,0,No,0
행사시간,4,0,No,0
요금정보,4,0,No,0
주관기관,4,0,No,0
주최기관,4,0,No,0
연락처,3,0,No,0
후원기관,4,0,No,0
객석수,3,0,No,0
관람요금,4,0,No,0
입장연령,4,0,No,0
할인정보,4,0,No,0
유의사항,4,0,No,0
홈페이지주소,6,0,No,0
예매정보,4,0,No,0
주차장보유여부,7,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
경도(WGS84좌표),11,0,Yes,2
위도(WGS84좌표),11,0,Yes,2
데이터기준일자,7,0,No,0
금연구역명,5,0,No,0
금연구역범위상세,8,0,No,0
시도명,3,0,No,0
시군구명,4,0,No,0
금연구역구분,6,0,No,0
금연구역지정근거명,9,0,No,0
금연구역면적,6,0,No,0
위반과태료,5,0,No,0
위반신고연락처,7,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
관리기관명,5,0,No,0
위도,2,0,No,0
경도,2,0,No,0
데이터기준일자,7,0,No,0
관리번호,4,0,No,0
공원명,3,0,No,0
공원구분,4,0,No,0
소재지지번주소,7,0,No,0
소재지도로명주소,8,0,No,0
위도(WGS84좌표),11,0,Yes,2
경도(WGS84좌표),11,0,Yes,2
공원면적,4,0,No,0
공원보유시설(운동시설),12,0,Yes,2
공원보유시설(유희시설),12,0,Yes,2
공원보유시설(편익시설),12,0,Yes,2
공원보유시설(교양시설),12,0,Yes,2
공원보유시설(기타시설),12,0,Yes,2
지정고시일,5,0,No,0
관리기관명,5,0,No,0
연락처,3,0,No,0
데이터기준일자,7,0,No,0
쉼터명,3,0,No,0
법정동명,4,0,No,0
쉼터유형구분,6,0,No,0
운영시작일자,6,0,No,0
운영종료일자,6,0,No,0
시설면적,4,0,No,0
이용가능인원수,7,0,No,0
선풍기보유대수,7,0,No,0
에어컨보유대수,7,0,No,0
야간연장운영여부,8,0,No,0
주말운영여부,6,0,No,0
숙박가능여부,6,0,No,0
특이사항,4,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
관리기관명,5,0,No,0
관리기관전화번호,8,0,No,0
위도,2,0,No,0
경도,2,0,No,0
데이터기준일자,7,0,No,0
시설명,3,0,No,0
소재지도로명주소,8,0,No,0
운영기관명,5,0,No,0
연락처,3,0,No,0
급식장소,4,0,No,0
급식대상,4,0,No,0
급식시간,4,0,No,0
급식일,3,0,No,0
운영시작일자,6,0,No,0
운영종료일자,6,0,No,0
소재지지번주소,7,0,No,0
경도(WGS84좌표),11,0,Yes,2
위도(WGS84좌표),11,0,Yes,2
데이터기준일자,7,0,No,0
설치장소명,5,0,No,0
설치장소상세,6,0,No,0
설치시도명,5,0,No,0
설치시군구명,6,0,No,0
설치시설구분,6,0,No,0
서비스제공사명,7,0,No,0
와이파이SSID,8,0,No,0
설치년월,4,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
관리기관명,5,0,No,0
관리기관전화번호,8,0,No,0
위도,2,0,No,0
경도,2,0,No,0
데이터기준일자,7,0,No,0
설치장소,4,0,No,0
설치위치,4,0,No,0
운영시간,4,0,No,0
발급민원종류,6,0,No,0
소재지도로명주소,8,0,No,0
관리기관명,5,0,No,0
연락처,3,0,No,0
소재지지번주소,7,0,No,0
경도(WGS84좌표),11,0,Yes,2
위도(WGS84좌표),11,0,Yes,2
데이터기준일자,7,0,No,0
설치장소,4,0,No,0
설치위치,4,0,No,0
운영시간,4,0,No,0
발급민원종류,6,0,No,0
소재지도로명주소,8,0,No,0
관리기관명,5,0,No,0
연락처,3,0,No,0
소재지지번주소,7,0,No,0
경도(WGS84좌표),11,0,Yes,2
위도(WGS84좌표),11,0,Yes,2
데이터기준일자,7,0,No,0
축제명,3,0,No,0
개최장소,4,0,No,0
축제시작일자,6,0,No,0
축제종료일자,6,0,No,0
축제내용,4,0,No,0
주관기관,4,0,No,0
주최기관,4,0,No,0
후원기관,4,0,No,0
연락처,3,0,No,0
홈페이지주소,6,0,No,0
관련정보,4,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
경도(WGS84좌표),11,0,Yes,2
위도(WGS84좌표),11,0,Yes,2
데이터기준일자,7,0,No,0
시도명,3,0,No,0
시군구명,4,0,No,0
관리기관명,5,0,No,0
지정번호,4,0,No,0
보호수지정일자,7,0,No,0
보호수유형명,6,0,No,0
과명,2,0,No,0
학명,2,0,No,0
나무종류,4,0,No,0
그루수,3,0,No,0
나무나이,4,0,No,0
나무높이,4,0,No,0
가슴높이둘레,6,0,No,0
나무갓지름,5,0,No,0
품격명,3,0,No,0
지목명,3,0,No,0
지적,2,0,No,0
소유자구분,5,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
위도,2,0,No,0
경도,2,0,No,0
데이터기준일자,7,0,No,0
기관명,3,0,No,0
사회서비스분야,7,0,No,0
주된목적,4,0,No,0
사업내용,4,0,No,0
인증일자,4,0,No,0
인증번호,4,0,No,0
대표자명,4,0,No,0
연락처,3,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
홈페이지주소,6,0,No,0
데이터기준일자,7,0,No,0
기관명,3,0,No,0
사회서비스분야,7,0,No,0
주된목적,4,0,No,0
사업내용,4,0,No,0
인증일자,4,0,No,0
인증번호,4,0,No,0
대표자명,4,0,No,0
연락처,3,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
홈페이지주소,6,0,No,0
데이터기준일자,7,0,No,0
정수장명,4,0,No,0
관리기관명,5,0,No,0
관리기관전화번호,8,0,No,0
소재지도로명주소,8,0,No,0
채수일자,4,0,No,0
검사기관명,5,0,No,0
최종판정결과,6,0,No,0
일반세균,4,0,No,0
총대장균군,5,0,No,0
대장균,3,0,No,0
분원성대장균군,7,0,No,0
납,1,0,No,0
불소,2,0,No,0
비소,2,0,No,0
셀레늄,3,0,No,0
수은,2,0,No,0
시안,2,0,No,0
크롬,2,0,No,0
암모니아성질소,7,0,No,0
질산성질소,5,0,No,0
카드뮴,3,0,No,0
보론,2,0,No,0
페놀,2,0,No,0
다이아지논,5,0,No,0
파라티온,4,0,No,0
페니트로티온,6,0,No,0
카바릴,3,0,No,0
1_1_1-트리클로로에탄,13,0,Yes,3
테트라클로로에틸렌,9,0,No,0
트리클로로에틸렌,8,0,No,0
사염화탄소,5,0,No,0
1_1-디클로로에틸렌,11,0,Yes,2
디클로로메탄,6,0,No,0
벤젠,2,0,No,0
톨루엔,3,0,No,0
에틸벤젠,4,0,No,0
크실렌,3,0,No,0
1_2-디브로모-3-클로로프로판,17,0,Yes,4
1_4-다이옥산,8,0,Yes,2
잔류염소,4,0,No,0
총트리할로메탄,7,0,No,0
클로로포름,5,0,No,0
브로모디클로로메탄,9,0,No,0
디브로모디클로로메탄,10,0,No,0
클로랄하이드레이트,9,0,No,0
디브로모아세토니트릴,10,0,No,0
디클로로아세토니트릴,10,0,No,0
트리클로로아세토니트릴,11,0,No,0
할로아세틱에시드,8,0,No,0
포름알데히드,6,0,No,0
심미적영향물질경도,9,0,No,0
과망간산칼륨소비량,9,0,No,0
냄새,2,0,No,0
맛,1,0,No,0
동,1,0,No,0
